image_name,dir_name,speech,score,have_sub,left_top_x,left_top_y,right_top_x,right_top_y,left_bottom_x,left_bottom_y,right_bottom_x,right_bottom_y
frame_000000.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000012.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000024.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000036.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000048.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000060.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000072.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000084.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000096.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000108.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000120.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000132.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000144.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000156.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000168.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000180.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000192.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000204.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000216.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000228.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000240.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000252.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000264.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000276.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000288.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000300.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000312.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000324.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000336.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000348.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000360.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000372.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
frame_000384.jpg,assets\frames\1,,0,False,0,0,0,0,0,0,0,0
